v_sku,v_name,v_short_description,v_description,v_image,v_url,v_attribute,v_price,v_specials_price,v_specials_expire_date,v_date_added,v_in_stock,v_status,v_viewed,v_ordered,v_category_sku,v_sort_order,v_meta_title,v_meta_keywords,v_meta_description,v_brand_filter,v_class_filter,v_color_filter,v_gender_filter,v_material_filter,v_year_filter,v_origin_filter,v_series_filter,v_spec_filter
SNDXHZB0148,Letter Embroidery Tank Top,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Navy Blue</p><p><b>Pattern Type</b>: Letter</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Tank</p><p><b>Details</b>: Embroidery</p><p><b>Neckline</b>: Scoop Neck</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 65% Cotton</p><p><b>Composition</b>: 35% Polyester</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p><p><b>Style</b>: Casual</p><p><b>Color</b>: White</p><p><b>Pattern Type</b>: Letter</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Tank</p><p><b>Details</b>: Embroidery</p><p><b>Neckline</b>: Scoop Neck</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 65% Cotton</p><p><b>Composition</b>: 35% Polyester</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p><p><b>Style</b>: Casual</p><p><b>Color</b>: Grey</p><p><b>Pattern Type</b>: Letter</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Tank</p><p><b>Details</b>: Embroidery</p><p><b>Neckline</b>: Scoop Neck</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 65% Cotton</p><p><b>Composition</b>: 35% Polyester</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Tank_Tops__Camis/rwvest01210315945.jpg,,Size#XS:S:M:L:,22.51,,,,1,1,,,Tank Tops & Cam's,,Letter Embroidery Tank Top,Letter Embroidery Tank Top,Letter Embroidery Tank Top,,,,,,,,,
SNDXHZB0149,Colorful Beaded Necklace,,<p><b>Material</b>: Glass</p><p><b>Type</b>: Pendant Necklaces</p><p><b>Color</b>: Multicolor</p><p><b>Style</b>: Casual</p>,img/Pendant_Necklaces/rwneck18210420382.jpg,,Size#,16.58,,,,1,1,,,Pendant Necklaces,,Colorful Beaded Necklace,Colorful Beaded Necklace,Colorful Beaded Necklace,,,,,,,,,
SNDXHZB0150,Vintage Tree Of Life Theme Pattern Butterfly Geometric Shape Hand-braided Glass PU Alloy Multi-layer Bracelet,,"<p>Style: Vintage</p><p>Type: Bracelet </p><p>Weight: 18 g</p><p>Length: About 16+5 cm / 6.30+1.97 in</p><p>Pendant Size: About 2.5 cm / 0.98 in</p><p>Material: Alloy,Glass,PU </p><p>Package Includes:</p><p>1 x Bracelet</p><p>Notice:</p>",img/Bracelets/SKUH97999.jpg,,Size#,19.01,,,,1,1,,,Bracelets,,Vintage Tree Of Life Theme Pattern Butterfly Geometric Shape Hand-braided Glass PU Alloy Multi-layer Bracelet,Vintage Tree Of Life Theme Pattern Butterfly Geometric Shape Hand-braided Glass PU Alloy Multi-layer Bracelet,Vintage Tree Of Life Theme Pattern Butterfly Geometric Shape Hand-braided Glass PU Alloy Multi-layer Bracelet,,,,,,,,,
SNDXHZB0151,Women Cute Plush Unicorn Colorful Backpack,,<p>Color:Multicolor</p><p>Material:Plush</p><p>Style:Casual</p>,img/Backpack/SKUG55280.jpg,,Size#,56.53,,,,1,1,,,Backpack,,Women Cute Plush Unicorn Colorful Backpack,Women Cute Plush Unicorn Colorful Backpack,Women Cute Plush Unicorn Colorful Backpack,,,,,,,,,
SNDXHZB0152,Womens Suede Casual Solid Color Comfortable Bottom Outdoor Slippers,,"<p>Color:Yellow, Beige, Black, Blue</p><p>Type:Stripe Slippers</p><p>Closure Type:Slip-On</p><p>Heel Type:Flat</p><p>Heel Height:1-3cm In Flat</p><p>Toe Type:Opened</p><p>Pattern:Solid</p><p>Design Element:Simple</p><p>Upper Material:Suede</p><p>Style:Casual, Brief</p><p>Outsole Material:Rubber</p><p>Structure:Slip-On</p><p>Occasion:Beach, Holiday, Casual</p><p>Function:Breathable</p><p>Season:Summer</p>",img/Slippers/SKUE82805.jpg,,Size#US 5:US 6:US 7:US 8:US 9:,50.06,,,,1,1,,,Slippers,,Womens Suede Casual Solid Color Comfortable Bottom Outdoor Slippers,Womens Suede Casual Solid Color Comfortable Bottom Outdoor Slippers,Womens Suede Casual Solid Color Comfortable Bottom Outdoor Slippers,,,,,,,,,
SNDXHZB0153,Large Size Women Peep Toe Hollow Out Breathable Back Zipper Chunky Heel Sandals,,"<p>Color:Pink, Brown, Grey</p><p>Closure Type:Back-zip</p><p>Heel Type:Chunky Heel</p><p>Heel Height:3-5cm In Low Heel</p><p>Pattern:Solid</p><p>Upper Material:PU</p><p>Style:Casual</p><p>Outsole Material:Rubber</p><p>Occasion:Casual</p><p>Function:Hard-wearing</p><p>Season:Summer</p>",img/Heels/SKUH89262.jpg,,Size#US 5:US 6:US 7:US 8:US 9:US 10:US 11:US 12:,64.13,,,,1,1,,,Heels,,Large Size Women Peep Toe Hollow Out Breathable Back Zipper Chunky Heel Sandals,Large Size Women Peep Toe Hollow Out Breathable Back Zipper Chunky Heel Sandals,Large Size Women Peep Toe Hollow Out Breathable Back Zipper Chunky Heel Sandals,,,,,,,,,
SNDXHZB0154,Paper Bag Waist Split Hem Shorts,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Black</p><p><b>Pattern Type</b>: Plain</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Wide Leg</p><p><b>Details</b>: Drawstring</p><p><b>Details</b>: Split</p><p><b>Details</b>: Button</p><p><b>Details</b>: Paper Bag Waist</p><p><b>Waist Line</b>: High Waist</p><p><b>Fit Type</b>: Regular Fit</p><p><b>Sheer</b>: No</p><p><b>Closure Type</b>: Drawstring Waist</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 78% Cotton</p><p><b>Composition</b>: 17% Polyester</p><p><b>Composition</b>: 5% Elastane</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Shorts/swshorts07210425638.jpg,,Size#XS:S:M:L:XL:,32.22,,,,1,1,,,Shorts,,Paper Bag Waist Split Hem Shorts,Paper Bag Waist Split Hem Shorts,Paper Bag Waist Split Hem Shorts,,,,,,,,,
SNDXHZB0155,Split Hem Tartan Flare Leg Pants,,<p><b>Style</b>: Preppy</p><p><b>Color</b>: Multicolor</p><p><b>Pattern Type</b>: Tartan</p><p><b>Length</b>: Long</p><p><b>Type</b>: Flare Leg</p><p><b>Season</b>: Spring/Summer/Fall</p><p><b>Details</b>: Split</p><p><b>Details</b>: Button</p><p><b>Details</b>: Zipper</p><p><b>Waist Line</b>: High Waist</p><p><b>Fit Type</b>: Regular Fit</p><p><b>Sheer</b>: No</p><p><b>Closure Type</b>: Zipper Fly</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 95% Polyester</p><p><b>Composition</b>: 5% Spandex</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Pants/swpants07201130083.jpg,,Size#XS:S:M:L:XL:,26.58,,,,1,1,,,Pants,,Split Hem Tartan Flare Leg Pants,Split Hem Tartan Flare Leg Pants,Split Hem Tartan Flare Leg Pants,,,,,,,,,
SNDXHZB0156,Ditsy Floral Drawstring Skirt,,<p><b>Style</b>: Boho</p><p><b>Color</b>: Black</p><p><b>Pattern Type</b>: Ditsy Floral</p><p><b>Length</b>: Short</p><p><b>Type</b>: Bodycon</p><p><b>Season</b>: Summer</p><p><b>Details</b>: Drawstring</p><p><b>Details</b>: Ruched</p><p><b>Waist Line</b>: Natural</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 100% Polyester</p><p><b>Fabric</b>: Non-Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Skirts/sW210616807538080.jpg,,Size#S:M:L:,24.76,,,,1,1,,,Skirts,,Ditsy Floral Drawstring Skirt,Ditsy Floral Drawstring Skirt,Ditsy Floral Drawstring Skirt,,,,,,,,,
SNDXHZB0157,Lace-Up Back Ruched Bust Crop Cami,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Maroon</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Cami</p><p><b>Details</b>: Lace Up</p><p><b>Details</b>: Ruched</p><p><b>Details</b>: Ruched Bust</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Neckline</b>: Spaghetti Strap</p><p><b>Sheer</b>: No</p><p><b>Chest pad</b>: No Padding</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 100% Cotton</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p><p><b>Style</b>: Casual</p><p><b>Color</b>: White</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Cami</p><p><b>Details</b>: Lace Up</p><p><b>Details</b>: Ruched</p><p><b>Details</b>: Ruched Bust</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Neckline</b>: Spaghetti Strap</p><p><b>Sheer</b>: No</p><p><b>Chest pad</b>: No Padding</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 100% Cotton</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p><p><b>Style</b>: Casual</p><p><b>Color</b>: Baby Pink</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Cami</p><p><b>Details</b>: Lace Up</p><p><b>Details</b>: Ruched Bust</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Neckline</b>: Spaghetti Strap</p><p><b>Sheer</b>: No</p><p><b>Chest pad</b>: No Padding</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 100% Cotton</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Tank_Tops__Camis/rwvest00200331008.jpg,,Size#S:M:L:,25.23,,,,1,1,,,Tank Tops & Cam's,,Lace-Up Back Ruched Bust Crop Cami,Lace-Up Back Ruched Bust Crop Cami,Lace-Up Back Ruched Bust Crop Cami,,,,,,,,,
SNDXHZB0158,Cat Paw Charm Necklace,,<p><b>Type</b>: Pendant Necklaces</p><p><b>Material</b>: Alloy</p><p><b>Color</b>: Silver</p><p><b>Metal Color</b>: Silver</p><p><b>Style</b>: Casual</p>,img/Pendant_Necklaces/swneck18201022156.jpg,,Size#,27.64,,,,1,1,,,Pendant Necklaces,,Cat Paw Charm Necklace,Cat Paw Charm Necklace,Cat Paw Charm Necklace,,,,,,,,,
SNDXHZB0159,Survival Weave Nylon Rope Kits Bracelet,,"<p>Style: Vintage</p><p>
	Type: Paracord Survival Bracelet</p><p>Material: Seven Core Nylon Rope</p><p>Color: Dark Green, Beige, Light Blue</p><p>Size: About 25(L) x 2.5(W)cm                 </p><p>Weight: About 49g</p>",img/Bracelets/SKU242527.jpg,,Size#,16.84,,,,1,1,,,Bracelets,,Survival Weave Nylon Rope Kits Bracelet,Survival Weave Nylon Rope Kits Bracelet,Survival Weave Nylon Rope Kits Bracelet,,,,,,,,,
SNDXHZB0160,Women Oxford Waterproof Anti theft Large Capacity Mommy Handbag Shoulder Bag Backpack,,"<p>Color:Blue, Black, Pink, Yellow</p><p>Style:Casual</p><p>Pattern:Solid</p><p>Capacity:4A Magazine</p>",img/Backpack/SKUF24567.jpg,,Size#,72.71,,,,1,1,,,Backpack,,Women Oxford Waterproof Anti theft Large Capacity Mommy Handbag Shoulder Bag Backpack,Women Oxford Waterproof Anti theft Large Capacity Mommy Handbag Shoulder Bag Backpack,Women Oxford Waterproof Anti theft Large Capacity Mommy Handbag Shoulder Bag Backpack,,,,,,,,,
SNDXHZB0161,Plus Size Women Lightweight Round Toe Rivet Slide Slippers,,"<p>Color:Rose, Orange, Black</p><p>Type:Slides Slipper</p><p>Closure Type:Slip-On</p><p>Heel Type:Flat</p><p>Heel Height:1-3cm In Flat</p><p>Toe Type:Opened, Round</p><p>Pattern:Solid</p><p>Design Element:Rivet</p><p>Upper Material:PU</p><p>Style:Casual</p><p>Outsole Material:Rubber</p><p>Structure:Slip-On</p><p>Occasion:Casual</p><p>Function:Antiskid, Light Weight</p><p>Season:Summer, Autumn, Spring</p>",img/Slippers/SKUH77115.jpg,,Size#US 5:US 6:US 7:US 8:US 9:US 10:US 11:US 12:,58.76,,,,1,1,,,Slippers,,Plus Size Women Lightweight Round Toe Rivet Slide Slippers,Plus Size Women Lightweight Round Toe Rivet Slide Slippers,Plus Size Women Lightweight Round Toe Rivet Slide Slippers,,,,,,,,,
SNDXHZB0162,SOCOFY Coloful Water Wave Striped Decor Leather Ankle Buckle Strap Comfy Wearable Chunky Heel Pumps,,"<p>Color:White</p><p>Type:Mary Jane</p><p>Closure Type:Hook & Loop</p><p>Heel Type:Chunky Heel</p><p>Heel Height:5-8cm In Heel</p><p>Toe Type:Round</p><p>Pattern:Striped</p><p>Design Element:Pattern</p><p>Upper Material:PU</p><p>Style:Casual, Elegant</p><p>Outsole Material:Rubber</p><p>Structure:Hook & Loop, Ankle Strap, Buckle</p><p>Occasion:Party, Casual</p><p>Function:Hard-wearing</p><p>Season:Summer, Spring&Fall</p>",img/Heels/SKUH00620.jpg,,Size#US 5:US 6:US 7:US 8:US 9.5:US 10.5:US 11.5:,62.32,,,,1,1,,,Heels,,SOCOFY Coloful Water Wave Striped Decor Leather Ankle Buckle Strap Comfy Wearable Chunky Heel Pumps,SOCOFY Coloful Water Wave Striped Decor Leather Ankle Buckle Strap Comfy Wearable Chunky Heel Pumps,SOCOFY Coloful Water Wave Striped Decor Leather Ankle Buckle Strap Comfy Wearable Chunky Heel Pumps,,,,,,,,,
SNDXHZB0163,Striped Tie Front Shorts,,<p><b>Style</b>: Boho</p><p><b>Color</b>: Multicolor</p><p><b>Pattern Type</b>: Striped</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Wide Leg</p><p><b>Details</b>: Paper Bag Waist</p><p><b>Waist Line</b>: High Waist</p><p><b>Fit Type</b>: Loose</p><p><b>Sheer</b>: No</p><p><b>Closure Type</b>: Elastic Waist</p><p><b>Belt</b>: Yes</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 100% Polyester</p><p><b>Fabric</b>: Non-Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Shorts/swshorts23210129419.jpg,,Size#S:M:L:XL:,22.02,,,,1,1,,,Shorts,,Striped Tie Front Shorts,Striped Tie Front Shorts,Striped Tie Front Shorts,,,,,,,,,
SNDXHZB0164,Drawstring Waist Camo Joggers,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Multicolor</p><p><b>Pattern Type</b>: Camo</p><p><b>Length</b>: Long</p><p><b>Season</b>: All</p><p><b>Type</b>: Cargo Pants</p><p><b>Details</b>: Knot</p><p><b>Waist Line</b>: Natural</p><p><b>Fit Type</b>: Regular Fit</p><p><b>Closure Type</b>: Elastic Waist</p><p><b>Body</b>: Unlined</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 65% Cotton</p><p><b>Composition</b>: 35% Polyester</p><p><b>Fabric</b>: Non-Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Pants/swpants00190801208.jpg,,Size#XS:S:M:L:,22.75,,,,1,1,,,Pants,,Drawstring Waist Camo Joggers,Drawstring Waist Camo Joggers,Drawstring Waist Camo Joggers,,,,,,,,,
SNDXHZB0165,Frill Trim Dobby Mesh Skirt,,<p><b>Style</b>: Casual</p><p><b>Color</b>: White</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Long</p><p><b>Type</b>: A Line</p><p><b>Season</b>: Spring/Summer/Fall</p><p><b>Details</b>: Frill</p><p><b>Waist Line</b>: High Waist</p><p><b>Sheer</b>: Semi-Sheer</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 100% Polyester</p><p><b>Fabric</b>: Non-Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Skirts/swskirt30210428333.jpg,,Size#S:M:L:XL:,25.78,,,,1,1,,,Skirts,,Frill Trim Dobby Mesh Skirt,Frill Trim Dobby Mesh Skirt,Frill Trim Dobby Mesh Skirt,,,,,,,,,
SNDXHZB0166,Solid Halter Top,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Chocolate Brown</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Halter</p><p><b>Details</b>: Knot</p><p><b>Neckline</b>: Halter</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 95% Polyester</p><p><b>Composition</b>: 5% Elastane</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p><p><b>Style</b>: Casual</p><p><b>Color</b>: Lime Green</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Halter</p><p><b>Details</b>: Knot</p><p><b>Neckline</b>: Halter</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 95% Polyester</p><p><b>Composition</b>: 5% Elastane</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p><p><b>Style</b>: Casual</p><p><b>Color</b>: Baby Pink</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Halter</p><p><b>Details</b>: Knot</p><p><b>Neckline</b>: Halter</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 95% Polyester</p><p><b>Composition</b>: 5% Elastane</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Tank_Tops__Camis/rwvest25210611918.jpg,,Size#XS:S:M:L:XL:,22.54,,,,1,1,,,Tank Tops & Cam's,,Solid Halter Top,Solid Halter Top,Solid Halter Top,,,,,,,,,
SNDXHZB0167,Rhinestone Charm Chain Necklace,,<p><b>Type</b>: Pendant Necklaces</p><p><b>Details</b>: Rhinestone</p><p><b>Material</b>: Copper</p><p><b>Color</b>: Red</p><p><b>Metal Color</b>: Silver</p><p><b>Style</b>: Casual</p><p><b>Type</b>: Pendant Necklaces</p><p><b>Details</b>: Rhinestone</p><p><b>Material</b>: Copper</p><p><b>Color</b>: Silver</p><p><b>Metal Color</b>: Silver</p><p><b>Style</b>: Casual</p>,img/Pendant_Necklaces/swneck18201028834.jpg,,Size#,18.07,,,,1,1,,,Pendant Necklaces,,Rhinestone Charm Chain Necklace,Rhinestone Charm Chain Necklace,Rhinestone Charm Chain Necklace,,,,,,,,,
SNDXHZB0168,Ethnic Hand-woven Ceramic Beads Bracelet Geometric Metal Flower Ceramic Beads Pendant Bracelet,,"<p>Style:Ethnic</p><p>Type:Bracelet</p><p>Color:Red,Green</p><p>Weight: About 35g</p><p>Size:Adjustable</p><p>Material:Wax line</p><p>1 x Bracelet</p>",img/Bracelets/SKUF23471.jpg,,Size#,26.7,,,,1,1,,,Bracelets,,Ethnic Hand-woven Ceramic Beads Bracelet Geometric Metal Flower Ceramic Beads Pendant Bracelet,Ethnic Hand-woven Ceramic Beads Bracelet Geometric Metal Flower Ceramic Beads Pendant Bracelet,Ethnic Hand-woven Ceramic Beads Bracelet Geometric Metal Flower Ceramic Beads Pendant Bracelet,,,,,,,,,
SNDXHZB0169,Women Green Clover Hat Metal Pattern Happy St Patrick Day Pattern Print Drawstring Bag Backpack,,"<p>Color:Black, Green</p><p>Style:Casual</p><p>Pattern:Cat</p><p>Capacity:4A Magazine</p>",img/Backpack/SKUH23492.jpg,,Size#,61.69,,,,1,1,,,Backpack,,Women Green Clover Hat Metal Pattern Happy St Patrick Day Pattern Print Drawstring Bag Backpack,Women Green Clover Hat Metal Pattern Happy St Patrick Day Pattern Print Drawstring Bag Backpack,Women Green Clover Hat Metal Pattern Happy St Patrick Day Pattern Print Drawstring Bag Backpack,,,,,,,,,
SNDXHZB0170,Women Summer Comfy Soft Cross Band Knitted Fabric Sports Wedges Slippers,,"<p>Color:Green, Beige, Black, Pink, Blue</p><p>Closure Type:Slip-On</p><p>Heel Type:Flat</p><p>Heel Height:3-5cm In Low Heel</p><p>Toe Type:Opened</p><p>Upper Material:Knitted</p><p>Style:Casual</p><p>Outsole Material:Rubber</p><p>Structure:Cross Strap</p><p>Occasion:Holiday, Casual</p><p>Function:Breathable, Hard-wearing</p><p>Season:Summer</p>",img/Slippers/SKUH70909.jpg,,Size#US 5:US 6:US 7:US 8:US 9:US 10:US 11:US 12:,57.09,,,,1,1,,,Slippers,,Women Summer Comfy Soft Cross Band Knitted Fabric Sports Wedges Slippers,Women Summer Comfy Soft Cross Band Knitted Fabric Sports Wedges Slippers,Women Summer Comfy Soft Cross Band Knitted Fabric Sports Wedges Slippers,,,,,,,,,
SNDXHZB0171,SOCOFY Retro Cutout Cowhide Leather Solid Color Comfy Wearable Casaul Lace-up Heels Shoes,,"<p>Color:Brown</p><p>Type:Party Shoes</p><p>Closure Type:Lace-up</p><p>Heel Type:Chunky Heel</p><p>Heel Height:5-8cm In Heel</p><p>Toe Type:Round</p><p>Pattern:Solid</p><p>Design Element:Hollow out</p><p>Style:Casual, Elegant</p><p>Outsole Material:Rubber</p><p>Structure:Lace-up</p><p>Occasion:Party, Casual</p><p>Function:Breathable, Hard-wearing</p><p>Season:Spring&Summer, Autumn, Spring&Fall</p>",img/Heels/SKUF96695.jpg,,Size#US 5:US 6:US 7:US 8:US 9.5:US 10.5:US 11.5:,52.33,,,,1,1,,,Heels,,SOCOFY Retro Cutout Cowhide Leather Solid Color Comfy Wearable Casaul Lace-up Heels Shoes,SOCOFY Retro Cutout Cowhide Leather Solid Color Comfy Wearable Casaul Lace-up Heels Shoes,SOCOFY Retro Cutout Cowhide Leather Solid Color Comfy Wearable Casaul Lace-up Heels Shoes,,,,,,,,,
SNDXHZB0172,Chinese Dragon Color Block Shorts,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Multicolor</p><p><b>Pattern Type</b>: Animal</p><p><b>Pattern Type</b>: Colorblock</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Track Shorts</p><p><b>Waist Line</b>: High Waist</p><p><b>Fit Type</b>: Regular Fit</p><p><b>Sheer</b>: No</p><p><b>Closure Type</b>: Elastic Waist</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 65% Cotton</p><p><b>Composition</b>: 35% Polyester</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Shorts/swshorts23210127650.jpg,,Size#S:M:L:XL:,30.44,,,,1,1,,,Shorts,,Chinese Dragon Color Block Shorts,Chinese Dragon Color Block Shorts,Chinese Dragon Color Block Shorts,,,,,,,,,
SNDXHZB0173,High Waisted Windbreaker Cargo Joggers,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Lilac Purple</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Long</p><p><b>Season</b>: All</p><p><b>Type</b>: Cargo Pants</p><p><b>Details</b>: Pocket</p><p><b>Waist Line</b>: High Waist</p><p><b>Fit Type</b>: Regular Fit</p><p><b>Sheer</b>: No</p><p><b>Closure Type</b>: Elastic Waist</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 100% Cotton</p><p><b>Fabric</b>: Non-Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Pants/swpants07200511787.jpg,,Size#XS:S:M:L:XL:,30.11,,,,1,1,,,Pants,,High Waisted Windbreaker Cargo Joggers,High Waisted Windbreaker Cargo Joggers,High Waisted Windbreaker Cargo Joggers,,,,,,,,,
SNDXHZB0174,Slit Hem Ditsy Floral Print Skirt,,<p><b>Style</b>: Boho</p><p><b>Color</b>: Black and White</p><p><b>Pattern Type</b>: Ditsy Floral</p><p><b>Length</b>: Mini</p><p><b>Type</b>: A Line</p><p><b>Season</b>: Summer</p><p><b>Details</b>: Split</p><p><b>Waist Line</b>: Natural</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 95% Polyester</p><p><b>Composition</b>: 5% Spandex</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Skirts/swskirt07200227659.jpg,,Size#XS:S:M:L:XL:,28.91,,,,1,1,,,Skirts,,Slit Hem Ditsy Floral Print Skirt,Slit Hem Ditsy Floral Print Skirt,Slit Hem Ditsy Floral Print Skirt,,,,,,,,,
SNDXHZB0175,All Over Print Ribbed Tank Top,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Black and White</p><p><b>Pattern Type</b>: All Over Print</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Tank</p><p><b>Details</b>: Rib-Knit</p><p><b>Neckline</b>: Round Neck</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 80% Polyester</p><p><b>Composition</b>: 20% Cotton</p><p><b>Fabric</b>: High Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Tank_Tops__Camis/rwvest25210525100.jpg,,Size#XS:S:M:L:,27.59,,,,1,1,,,Tank Tops & Cam's,,All Over Print Ribbed Tank Top,All Over Print Ribbed Tank Top,All Over Print Ribbed Tank Top,,,,,,,,,
SNDXHZB0176,Heart Crystal Pendant Necklace,,<p><b>Details</b>: Crystal</p><p><b>Details</b>: Heart</p><p><b>Type</b>: Pendant Necklaces</p><p><b>Material</b>: Alloy</p><p><b>Color</b>: Blue</p><p><b>Metal Color</b>: Silver</p><p><b>Style</b>: Glamorous</p>,img/Pendant_Necklaces/rwneck18210310137.jpg,,Size#,18.03,,,,1,1,,,Pendant Necklaces,,Heart Crystal Pendant Necklace,Heart Crystal Pendant Necklace,Heart Crystal Pendant Necklace,,,,,,,,,
SNDXHZB0177,Ethnic Beaded Bracelet Colorful Charm Bracelet Coloured Glaze Accessories Handmade Gift for Women,,"<p>Style: Vintage</p><p>Type: </p><p>Beaded Bracelet</p><p>Main Color: Silver</p><p>Weight: About 10g </p><p>Size: About 18cm + 5cm / 7.09' + 1.97' </p><p>Material: Zinc Alloy, Coloured Glaze</p><p>1 x Bracelet</p>",img/Bracelets/SKU984709.jpg,,Size#,11.52,,,,1,1,,,Bracelets,,Ethnic Beaded Bracelet Colorful Charm Bracelet Coloured Glaze Accessories Handmade Gift for Women,Ethnic Beaded Bracelet Colorful Charm Bracelet Coloured Glaze Accessories Handmade Gift for Women,Ethnic Beaded Bracelet Colorful Charm Bracelet Coloured Glaze Accessories Handmade Gift for Women,,,,,,,,,
