v_sku,v_name,v_short_description,v_description,v_image,v_url,v_attribute,v_price,v_specials_price,v_specials_expire_date,v_date_added,v_in_stock,v_status,v_viewed,v_ordered,v_category_sku,v_sort_order,v_meta_title,v_meta_keywords,v_meta_description,v_brand_filter,v_class_filter,v_color_filter,v_gender_filter,v_material_filter,v_year_filter,v_origin_filter,v_series_filter,v_spec_filter
OXWICVF0021,Crop Criss Cross Halter Top,,<p><b>Style</b>: Sexy</p><p><b>Color</b>: Black</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Halter</p><p><b>Details</b>: Cut Out</p><p><b>Details</b>: Tie Back</p><p><b>Neckline</b>: Halter</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 95% Polyester</p><p><b>Composition</b>: 5% Spandex</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Tank_Tops__Camis/swvest04200407690.jpg,,Size#XS:S:M:L:,28.51,,,,1,1,,,Tank Tops & Cam's,,Crop Criss Cross Halter Top,Crop Criss Cross Halter Top,Crop Criss Cross Halter Top,,,,,,,,,
OXWICVF0022,Tie Dye Shorts,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Multicolor</p><p><b>Pattern Type</b>: Tie Dye</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Track Shorts</p><p><b>Details</b>: Knot</p><p><b>Waist Line</b>: Natural</p><p><b>Fit Type</b>: Regular Fit</p><p><b>Sheer</b>: No</p><p><b>Closure Type</b>: Elastic Waist</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 65% Cotton</p><p><b>Composition</b>: 35% Polyester</p><p><b>Fabric</b>: Medium Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Shorts/rw2106289222285152.jpg,,Size#S:M:L:,23.02,,,,1,1,,,Shorts,,Tie Dye Shorts,Tie Dye Shorts,Tie Dye Shorts,,,,,,,,,
OXWICVF0023,3pcs Simple Dice Decor Chain Necklace,,<p><b>Details</b>: Geometric</p><p><b>Material</b>: Metal</p><p><b>Type</b>: Pendant Necklaces</p><p><b>Type</b>: Chain Necklaces</p><p><b>Color</b>: Silver</p><p><b>Metal Color</b>: Silver</p><p><b>Style</b>: Casual</p>,img/Pendant_Necklaces/swneck18200915696.jpg,,Size#,18.8,,,,1,1,,,Pendant Necklaces,,3pcs Simple Dice Decor Chain Necklace,3pcs Simple Dice Decor Chain Necklace,3pcs Simple Dice Decor Chain Necklace,,,,,,,,,
OXWICVF0024,4 Pcs/set Multilayer Crystal Bead Bracelet Bohemian Leaf Pendant Stretch Bracelet for Men Women,,"<p>Style: Bohemian</p><p>Type: Bead Bracelet</p><p>Weight: About 30g</p><p>Main Color: Blue, Black, Coffee, Red, White</p><p>Material: Zinc Alloy, Artificial Pearl, Crystal, Glass Bead</p><p>1 Set of Bracelets</p>",img/Bracelets/SKU780848.jpg,,Size#,24.32,,,,1,1,,,Bracelets,,4 Pcs/set Multilayer Crystal Bead Bracelet Bohemian Leaf Pendant Stretch Bracelet for Men Women,4 Pcs/set Multilayer Crystal Bead Bracelet Bohemian Leaf Pendant Stretch Bracelet for Men Women,4 Pcs/set Multilayer Crystal Bead Bracelet Bohemian Leaf Pendant Stretch Bracelet for Men Women,,,,,,,,,
OXWICVF0025,Women Multifunction Handbag Solid 13.3 Inch Laptop Briefcase Crossbody Bag,,"<p>Color:Blue, Black, Pink, White, Red</p><p>Material:PU, Faux Fur</p><p>Style:Business</p><p>Pattern:Solid</p><p>Capacity:4A Magazine, 13.3 Inch Laptop</p><p>Hardness:Hard</p>",img/Handbags/SKUE50331.jpg,,Size#,70.36,,,,1,1,,,Handbags,,Women Multifunction Handbag Solid 13.3 Inch Laptop Briefcase Crossbody Bag,Women Multifunction Handbag Solid 13.3 Inch Laptop Briefcase Crossbody Bag,Women Multifunction Handbag Solid 13.3 Inch Laptop Briefcase Crossbody Bag,,,,,,,,,
OXWICVF0026,Women Retro Buckle Strap Mary Jane Chunky Heels Single Shoes,,"<p>Color:Beige, Blue</p><p>Type:Mary Jane</p><p>Closure Type:Buckle</p><p>Heel Type:Chunky Heel</p><p>Heel Height:3-5cm In Low Heel</p><p>Toe Type:Closed Toe, Round</p><p>Pattern:Solid</p><p>Design Element:Simple</p><p>Upper Material:PU</p><p>Style:Casual, Retro</p><p>Outsole Material:Rubber</p><p>Structure:Buckle</p><p>Occasion:Casual</p><p>Function:Antiskid</p><p>Season:Summer, Autumn, Spring</p>",img/Heels/SKUH76595.jpg,,Size#US 5:US 6:US 7:US 8:US 9:US 10:,51.35,,,,1,1,,,Heels,,Women Retro Buckle Strap Mary Jane Chunky Heels Single Shoes,Women Retro Buckle Strap Mary Jane Chunky Heels Single Shoes,Women Retro Buckle Strap Mary Jane Chunky Heels Single Shoes,,,,,,,,,
OXWICVF0027,Men Cow Leather Comfy Wearable Outdoor Casual Sneakers,,"<p>Color:Black, Brown</p><p>Upper Material:Leather</p><p>Outsole Material:Rubber</p><p>Type:Running Shoes</p><p>Function:Hard-wearing, Sport, Slip Resistant</p><p>Occasion:Daily, School, Gym</p><p>Closure Type:Lace-up</p><p>Season:All Season</p><p>Toe Type:Round</p>",img/Sneakers__Athletic/SKUG53045.jpg,,Size#US 6.5:US 7.5:US 8:US 8.5:US 9:US 10:US 10.5:US 11:US 11.5:US 12:,57.01,,,,1,1,,,Sneakers & Athletic,,Men Cow Leather Comfy Wearable Outdoor Casual Sneakers,Men Cow Leather Comfy Wearable Outdoor Casual Sneakers,Men Cow Leather Comfy Wearable Outdoor Casual Sneakers,,,,,,,,,
OXWICVF0028,Solid Fold Skirt,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Rust Brown</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Short</p><p><b>Type</b>: A Line</p><p><b>Season</b>: Summer</p><p><b>Waist Line</b>: High Waist</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 95% Polyester</p><p><b>Composition</b>: 5% Spandex</p><p><b>Fabric</b>: Non-Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Skirts/rw2107018825317295.jpg,,Size#XS:S:M:L:,32.07,,,,1,1,,,Skirts,,Solid Fold Skirt,Solid Fold Skirt,Solid Fold Skirt,,,,,,,,,
OXWICVF0029,Plaid Straight Leg Pants,,<p><b>Style</b>: Preppy</p><p><b>Color</b>: Redwood</p><p><b>Pattern Type</b>: Plaid</p><p><b>Length</b>: Cropped</p><p><b>Type</b>: Straight Leg</p><p><b>Season</b>: Spring/Summer/Fall</p><p><b>Waist Line</b>: Natural</p><p><b>Fit Type</b>: Regular Fit</p><p><b>Closure Type</b>: Button Fly</p><p><b>Material</b>: Polyester</p><p><b>Composition</b>: 80% Polyester</p><p><b>Composition</b>: 20% Cotton</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Pants/rwpants03200824706.jpg,,Size#S:M:L:,27.24,,,,1,1,,,Pants,,Plaid Straight Leg Pants,Plaid Straight Leg Pants,Plaid Straight Leg Pants,,,,,,,,,
OXWICVF0030,Solid Ribbed Crop Cami,,<p><b>Style</b>: Casual</p><p><b>Color</b>: Dusty Blue</p><p><b>Pattern Type</b>: Plain</p><p><b>Length</b>: Crop</p><p><b>Season</b>: Summer</p><p><b>Type</b>: Cami</p><p><b>Details</b>: Rib-Knit</p><p><b>Fit Type</b>: Slim Fit</p><p><b>Neckline</b>: Spaghetti Strap</p><p><b>Sheer</b>: No</p><p><b>Material</b>: Cotton</p><p><b>Composition</b>: 65% Cotton</p><p><b>Composition</b>: 35% Polyester</p><p><b>Fabric</b>: Slight Stretch</p><p><b>Care Instructions</b>: Machine wash or professional dry clean</p>,img/Tank_Tops__Camis/rw2106212575301099.jpg,,Size#XS:S:M:L:,22.21,,,,1,1,,,Tank Tops & Cam's,,Solid Ribbed Crop Cami,Solid Ribbed Crop Cami,Solid Ribbed Crop Cami,,,,,,,,,
