v_sku,v_name,v_description,v_image,v_url,v_parent_sku,v_date_added,v_status,v_sort_order,v_meta_title,v_meta_keywords,v_meta_description,,,,
shoe,shoe,,,,,,1,1,shoe,shoe,shoe
attire,attire,,,,,,1,2,attire,attire,attire
jewelry,jewelry,,,,,,1,3,jewelry,jewelry,jewelry
packet,packet,,,,,,1,4,packet,packet,packet
Bracelets,Bracelets,,,,jewelry,,1,5,Bracelets,Bracelets,Bracelets
Flats,Flats,,,,shoe,,1,6,Flats,Flats,Flats
Heels,Heels,,,,shoe,,1,7,Heels,Heels,Heels
Pants,Pants,,,,attire,,1,8,Pants,Pants,Pants
Handbags,Handbags,,,,packet,,1,9,Handbags,Handbags,Handbags
Earrings,Earrings,,,,jewelry,,1,10,Earrings,Earrings,Earrings
Skirts,Skirts,,,,attire,,1,11,Skirts,Skirts,Skirts
Dresses,Dresses,,,,attire,,1,12,Dresses,Dresses,Dresses
Tank Tops & Cam's,Tank Tops & Cam's,,,,attire,,1,13,Tank Tops & Cam's,Tank Tops & Cam's,Tank Tops & Cam's
